ÀÏÀÚ,½Ãµµ¸í,À¾¸éµ¿¸í,°ÅÁÖÀÎ±¸,±Ù¹«ÀÎ±¸,¹æ¹®ÀÎ±¸,ÃÑ À¯µ¿ÀÎ±¸,±³Åë·®,Æò±Õ ¼Óµµ,Æò±Õ ¼Ò¿ä ½Ã°£,Æò±Õ ±â¿Â,ÀÏ°­¼ö·®,Æò±Õ Ç³¼Ó,µ¥ÀÌÅÍ±âÁØÀÏÀÚ
2018-01-01,¼­±ÍÆ÷½Ã,³²¿øÀ¾,291408.897,18744.131,219588.857,529741.884,76.2,53.0,40.571,2.35,0.0,3.325,2020-12-15
2018-01-02,¼­±ÍÆ÷½Ã,³²¿øÀ¾,290944.66,27781.676,166779.581,485505.917,72.8,53.0,40.771,4.2,0.0,2.8,2020-12-15
2018-01-03,¼­±ÍÆ÷½Ã,³²¿øÀ¾,287121.506,27767.075,181151.435,496040.016,73.971,52.371,41.513999999999996,3.575,0.0,3.925,2020-12-15
2018-01-04,¼­±ÍÆ÷½Ã,³²¿øÀ¾,279036.104,27045.987,188198.647,494280.738,70.286,52.143,41.513999999999996,3.2,1.625,2.45,2020-12-15
2018-01-05,¼­±ÍÆ÷½Ã,³²¿øÀ¾,287205.972,24824.666,171332.544,483363.182,66.314,52.257,41.486000000000004,1.875,2.75,3.875,2020-12-15
2018-01-06,¼­±ÍÆ÷½Ã,³²¿øÀ¾,287820.402,20225.755,203507.082,511553.24,74.829,53.17100000000001,40.743,2.85,0.0,3.225,2020-12-15
2018-01-07,¼­±ÍÆ÷½Ã,³²¿øÀ¾,295788.929,17764.307,186689.528,500242.764,62.6,53.17100000000001,41.31399999999999,5.875,8.625,1.85,2020-12-15
2018-01-10,¼­±ÍÆ÷½Ã,³²¿øÀ¾,291347.572,23248.081,165175.904,479771.557,87.943,48.31399999999999,49.8,-2.25,9.25,2.667,2020-12-15
2018-01-12,¼­±ÍÆ÷½Ã,³²¿øÀ¾,297122.315,20657.86,139731.392,457511.568,47.343,47.68600000000001,47.286,-1.9669999999999999,5.25,2.9,2020-12-15
2018-01-13,¼­±ÍÆ÷½Ã,³²¿øÀ¾,288884.128,17467.832,184490.582,490842.543,72.086,51.286,42.8,2.167,0.0,2.133,2020-12-15
2018-01-14,¼­±ÍÆ÷½Ã,³²¿øÀ¾,291240.719,17695.899,224387.63,533324.247,67.11399999999999,53.114,41.2,5.733,0.375,1.6669999999999998,2020-12-15
2018-01-15,¼­±ÍÆ÷½Ã,³²¿øÀ¾,281654.247,26377.295,208010.107,516041.648,71.743,52.657,41.114,7.95,0.0,2.267,2020-12-15
2018-01-16,¼­±ÍÆ÷½Ã,³²¿øÀ¾,282357.396,25995.979,190381.762,498735.137,68.37100000000001,51.743,42.286,10.275,57.875,2.7,2020-12-15
2018-01-17,¼­±ÍÆ÷½Ã,³²¿øÀ¾,280542.937,25847.14,205060.027,511450.105,69.37100000000001,51.82899999999999,41.8,7.175,0.75,2.775,2020-12-15
2018-01-18,¼­±ÍÆ÷½Ã,³²¿øÀ¾,282848.995,26147.107,226565.416,535561.517,73.257,52.8,41.056999999999995,6.6,0.0,2.2,2020-12-15
2018-01-19,¼­±ÍÆ÷½Ã,³²¿øÀ¾,279346.769,26372.827,231199.297,536918.893,72.0,51.886,41.743,5.2,0.0,2.075,2020-12-15
2018-01-20,¼­±ÍÆ÷½Ã,³²¿øÀ¾,283495.483,20840.954,241941.239,546277.676,72.943,53.286,40.914,4.625,0.0,2.675,2020-12-15
2018-01-21,¼­±ÍÆ÷½Ã,³²¿øÀ¾,287369.045,19680.526,241988.553,549038.124,73.343,53.543,40.829,4.825,0.0,2.55,2020-12-15
2018-01-22,¼­±ÍÆ÷½Ã,³²¿øÀ¾,277951.774,26731.669,203651.886,508335.328,69.8,52.8,41.056999999999995,4.825,2.125,2.525,2020-12-15
2018-01-23,¼­±ÍÆ÷½Ã,³²¿øÀ¾,281898.801,25017.66,197426.505,504342.965,73.829,52.343,41.257,-1.8,1.0,4.25,2020-12-15
2018-01-24,¼­±ÍÆ÷½Ã,³²¿øÀ¾,285863.925,23810.596,176802.594,486477.115,71.4,50.68600000000001,43.486000000000004,-5.15,2.125,4.525,2020-12-15
2018-01-25,¼­±ÍÆ÷½Ã,³²¿øÀ¾,283842.027,24645.019,189801.429,498288.475,75.0,51.657,42.028999999999996,-5.25,0.0,5.575,2020-12-15
2018-01-26,¼­±ÍÆ÷½Ã,³²¿øÀ¾,279766.47,24495.996,182069.601,486332.067,74.0,51.056999999999995,42.68600000000001,-4.4,0.0,5.9,2020-12-15
2018-01-27,¼­±ÍÆ÷½Ã,³²¿øÀ¾,282110.046,18788.191,225101.005,525999.241,75.914,52.743,41.114,-0.55,0.0,2.175,2020-12-15
2018-01-28,¼­±ÍÆ÷½Ã,³²¿øÀ¾,291966.687,16432.26,209071.276,517470.222,63.971000000000004,52.2,41.714,-0.025,1.375,3.975,2020-12-15
2018-01-29,¼­±ÍÆ÷½Ã,³²¿øÀ¾,281929.797,26602.888,183355.518,491888.203,69.143,52.6,41.086000000000006,-1.725,0.375,4.525,2020-12-15
2018-01-30,¼­±ÍÆ÷½Ã,³²¿øÀ¾,281536.242,25786.453,177052.273,484374.967,72.2,50.857,43.714,-2.1,1.375,2.5,2020-12-15
2018-01-31,¼­±ÍÆ÷½Ã,³²¿øÀ¾,276581.982,25941.202,174633.302,477156.486,69.714,52.343,41.428999999999995,-0.125,0.375,2.6,2020-12-15
2018-02-01,¼­±ÍÆ÷½Ã,³²¿øÀ¾,302437.239,27374.848,152830.769,482642.856,73.971,52.229,41.257,0.35,0.125,3.9,2020-12-15
2018-02-02,¼­±ÍÆ÷½Ã,³²¿øÀ¾,298658.614,28756.812,175491.437,502906.862,73.914,51.8,41.543,0.275,0.0,3.425,2020-12-15
2018-02-03,¼­±ÍÆ÷½Ã,³²¿øÀ¾,302757.178,19168.369,129214.122,451139.669,71.6,49.457,46.771,-3.9330000000000003,10.25,4.2669999999999995,2020-12-15
2018-02-04,¼­±ÍÆ÷½Ã,³²¿øÀ¾,310646.308,18151.363,106452.824,435250.496,50.857,48.486000000000004,48.513999999999996,-5.55,7.375,3.6,2020-12-15
2018-02-07,¼­±ÍÆ÷½Ã,³²¿øÀ¾,300392.464,27204.493,121136.728,448733.685,68.143,50.657,43.114,-0.767,0.667,2.1,2020-12-15
2018-02-08,¼­±ÍÆ÷½Ã,³²¿øÀ¾,303741.253,25191.101,121811.158,450743.512,65.457,51.0,43.17100000000001,1.0,4.5,1.9,2020-12-15
2018-02-09,¼­±ÍÆ÷½Ã,³²¿øÀ¾,289929.793,27790.83,143575.998,461296.621,71.914,52.056999999999995,41.229,5.067,0.0,1.9,2020-12-15
2018-02-10,¼­±ÍÆ÷½Ã,³²¿øÀ¾,291507.943,20515.886,137814.72,449838.549,69.086,53.056999999999995,40.743,3.9,3.0,3.8,2020-12-15
2018-02-11,¼­±ÍÆ÷½Ã,³²¿øÀ¾,294713.052,18705.014,133552.148,446970.214,83.88600000000001,53.82899999999999,40.885999999999996,0.9329999999999999,0.0,3.233,2020-12-15
2018-02-12,¼­±ÍÆ÷½Ã,³²¿øÀ¾,287575.38,24002.887,117730.69,429308.957,73.971,52.257,42.0,0.733,0.0,2.167,2020-12-15
2018-02-16,¼­±ÍÆ÷½Ã,³²¿øÀ¾,270903.155,14371.342,363693.343,648967.84,77.029,52.028999999999996,41.543,5.175,0.125,1.925,2020-12-15
2018-02-17,¼­±ÍÆ÷½Ã,³²¿øÀ¾,271553.036,14090.018,230884.071,516527.125,73.857,53.31399999999999,41.028999999999996,2.65,0.0,3.55,2020-12-15
2018-02-18,¼­±ÍÆ÷½Ã,³²¿øÀ¾,280575.039,14795.173,171038.079,466408.291,67.37100000000001,53.743,40.771,4.1,0.5,1.85,2020-12-15
2018-02-19,¼­±ÍÆ÷½Ã,³²¿øÀ¾,277903.962,22205.0,145476.052,445585.014,92.45700000000001,52.543,41.086000000000006,4.425,5.0,2.45,2020-12-15
2018-02-20,¼­±ÍÆ÷½Ã,³²¿øÀ¾,277229.322,24750.942,163087.833,465068.096,83.057,53.286,40.686,5.75,0.0,2.55,2020-12-15
2018-02-21,¼­±ÍÆ÷½Ã,³²¿øÀ¾,274208.361,23818.15,167479.688,465506.199,80.057,52.82899999999999,41.17100000000001,3.775,0.0,3.625,2020-12-15
2018-02-22,¼­±ÍÆ÷½Ã,³²¿øÀ¾,273451.229,24366.933,172710.239,470528.4,73.657,53.343,40.657,1.325,0.0,3.25,2020-12-15
2018-02-23,¼­±ÍÆ÷½Ã,³²¿øÀ¾,273136.67,24456.825,171631.733,469225.228,66.4,52.543,41.2,3.725,0.0,2.3,2020-12-15
2018-02-24,¼­±ÍÆ÷½Ã,³²¿øÀ¾,273400.362,18545.337,204256.83,496202.529,71.486,53.428999999999995,40.686,6.6,0.0,1.85,2020-12-15
2018-02-25,¼­±ÍÆ÷½Ã,³²¿øÀ¾,280588.4,16938.912,193806.747,491334.059,64.686,54.2,40.486,6.75,0.0,2.05,2020-12-15
2018-02-26,¼­±ÍÆ÷½Ã,³²¿øÀ¾,271297.291,23758.178,185576.257,480631.726,76.743,53.229,41.028999999999996,6.0,0.0,2.325,2020-12-15
2018-02-27,¼­±ÍÆ÷½Ã,³²¿øÀ¾,273619.216,23511.058,182434.94,479565.214,69.457,52.629,41.114,7.6,0.0,1.85,2020-12-15
2018-02-28,¼­±ÍÆ÷½Ã,³²¿øÀ¾,276159.837,22013.799,130893.289,429066.926,50.371,51.857,42.343,8.275,111.375,5.55,2020-12-15
2018-03-01,¼­±ÍÆ÷½Ã,³²¿øÀ¾,287889.945,18257.832,143667.261,449815.037,73.829,53.17100000000001,40.714,4.625,0.0,4.525,2020-12-15
2018-03-02,¼­±ÍÆ÷½Ã,³²¿øÀ¾,270119.629,24550.377,166026.638,460696.643,83.85700000000001,52.286,41.543,5.725,0.0,2.1,2020-12-15
2018-03-03,¼­±ÍÆ÷½Ã,³²¿øÀ¾,282021.976,18662.199,167096.805,467780.98,74.514,53.229,41.028999999999996,8.85,2.0,1.55,2020-12-15
2018-03-04,¼­±ÍÆ÷½Ã,³²¿øÀ¾,285381.886,15594.538,144896.956,445873.38,61.714,53.771,41.028999999999996,14.025,25.75,2.65,2020-12-15
2018-03-05,¼­±ÍÆ÷½Ã,³²¿øÀ¾,264939.541,22034.292,110418.126,397391.959,62.714,53.257,41.056999999999995,9.525,3.5,3.05,2020-12-15
2018-03-06,¼­±ÍÆ÷½Ã,³²¿øÀ¾,259288.105,22460.772,127217.172,408966.05,74.37100000000001,53.286,40.829,5.35,0.0,3.425,2020-12-15
2018-03-07,¼­±ÍÆ÷½Ã,³²¿øÀ¾,261831.876,23014.029,121244.061,406089.966,63.457,51.913999999999994,42.2,6.5,29.375,3.05,2020-12-15
2018-03-08,¼­±ÍÆ÷½Ã,³²¿øÀ¾,264598.73,22586.487,111938.172,399123.388,63.2,53.0,41.229,4.1,17.0,5.8,2020-12-15
2018-03-10,¼­±ÍÆ÷½Ã,³²¿øÀ¾,270541.024,17784.307,180522.706,468848.037,75.086,53.31399999999999,41.056999999999995,5.175,0.0,1.975,2020-12-15
2018-03-11,¼­±ÍÆ÷½Ã,³²¿øÀ¾,280409.341,16787.08,178889.887,476086.309,73.343,54.114,40.514,6.55,0.0,2.125,2020-12-15
2018-03-12,¼­±ÍÆ÷½Ã,³²¿øÀ¾,260057.193,24803.521,143423.443,428284.157,69.943,53.771,40.229,8.425,0.0,2.133,2020-12-15
2018-03-13,¼­±ÍÆ÷½Ã,³²¿øÀ¾,259602.84,24503.462,157453.692,441559.994,72.057,52.913999999999994,40.857,11.35,0.0,2.4,2020-12-15
2018-03-14,¼­±ÍÆ÷½Ã,³²¿øÀ¾,257736.526,24979.599,156767.598,439483.723,71.2,52.543,41.6,13.15,0.0,2.325,2020-12-15
2018-03-15,¼­±ÍÆ÷½Ã,³²¿øÀ¾,263588.534,23515.269,122815.093,409918.897,59.486000000000004,52.428999999999995,41.629,13.725,107.375,3.275,2020-12-15
2018-03-16,¼­±ÍÆ÷½Ã,³²¿øÀ¾,258141.008,23000.248,134796.268,415937.524,76.229,52.257,41.428999999999995,6.925,2.5,2.7,2020-12-15
2018-03-17,¼­±ÍÆ÷½Ã,³²¿øÀ¾,266404.363,17735.03,175205.292,459344.685,79.11399999999999,52.68600000000001,42.6,6.6,0.0,2.95,2020-12-15
2018-03-18,¼­±ÍÆ÷½Ã,³²¿øÀ¾,274999.297,15612.878,171105.443,461717.619,68.057,53.371,41.657,11.5,33.125,2.45,2020-12-15
2018-03-19,¼­±ÍÆ÷½Ã,³²¿øÀ¾,256037.77,22193.025,141015.128,419245.923,64.2,53.17100000000001,40.857,11.675,54.625,2.575,2020-12-15
2018-03-20,¼­±ÍÆ÷½Ã,³²¿øÀ¾,257102.883,22334.068,133722.767,413159.718,66.143,52.4,41.657,4.95,22.0,4.525,2020-12-15
2018-03-21,¼­±ÍÆ÷½Ã,³²¿øÀ¾,256033.12,21148.603,136592.294,413774.017,69.229,52.657,41.4,2.45,13.5,3.8,2020-12-15
2018-03-22,¼­±ÍÆ÷½Ã,³²¿øÀ¾,255944.331,22583.387,161384.719,439912.437,70.829,53.114,41.257,4.025,2.0,2.825,2020-12-15
2018-03-23,¼­±ÍÆ÷½Ã,³²¿øÀ¾,248821.425,22933.157,189064.967,460819.549,75.543,52.913999999999994,40.857,5.35,0.0,2.033,2020-12-15
2018-03-24,¼­±ÍÆ÷½Ã,³²¿øÀ¾,255401.742,16768.569,197941.713,470112.024,75.543,53.8,40.629,8.2,0.0,1.867,2020-12-15
2018-03-25,¼­±ÍÆ÷½Ã,³²¿øÀ¾,271625.498,16284.287,191138.735,479048.52,67.857,53.513999999999996,41.457,10.2,0.0,1.867,2020-12-15
2018-03-26,¼­±ÍÆ÷½Ã,³²¿øÀ¾,256572.406,23272.711,168471.756,448316.873,73.37100000000001,53.2,40.771,10.1,0.0,1.7,2020-12-15
2018-03-27,¼­±ÍÆ÷½Ã,³²¿øÀ¾,253247.546,23324.281,172858.46,449430.288,74.086,52.886,40.829,10.05,0.0,1.8,2020-12-15
2018-03-28,¼­±ÍÆ÷½Ã,³²¿øÀ¾,252204.033,21608.283,196830.336,470642.652,72.4,52.571000000000005,41.229,11.55,0.0,1.9,2020-12-15
2018-03-29,¼­±ÍÆ÷½Ã,³²¿øÀ¾,250482.755,21945.197,214846.612,487274.563,60.114,53.056999999999995,41.229,13.375,0.0,1.7,2020-12-15
2018-03-30,¼­±ÍÆ÷½Ã,³²¿øÀ¾,249640.893,22320.659,187607.674,459569.226,71.429,52.4,41.371,12.425,0.0,2.6,2020-12-15
2018-03-31,¼­±ÍÆ÷½Ã,³²¿øÀ¾,258196.771,16002.955,189873.597,464073.323,67.88600000000001,53.028999999999996,41.343,13.525,0.0,1.85,2020-12-15
2018-04-01,¼­±ÍÆ÷½Ã,³²¿øÀ¾,280285.258,19765.149,178565.214,478615.62,68.857,53.857,40.686,15.35,0.0,2.033,2020-12-15
2018-04-02,¼­±ÍÆ÷½Ã,³²¿øÀ¾,269858.049,30027.247,153246.278,453131.574,70.486,53.2,40.8,16.175,0.0,2.475,2020-12-15
2018-04-03,¼­±ÍÆ÷½Ã,³²¿øÀ¾,264040.356,30425.861,166518.058,460984.275,72.229,52.17100000000001,41.657,16.025,0.0,2.175,2020-12-15
2018-04-04,¼­±ÍÆ÷½Ã,³²¿øÀ¾,261468.488,29107.426,175195.385,465771.299,71.2,52.056999999999995,41.82899999999999,16.375,2.125,2.225,2020-12-15
2018-04-05,¼­±ÍÆ÷½Ã,³²¿øÀ¾,262353.436,25906.556,160532.125,448792.117,71.88600000000001,52.943000000000005,41.17100000000001,13.725,31.0,2.45,2020-12-15
2018-04-06,¼­±ÍÆ÷½Ã,³²¿øÀ¾,263372.581,27565.721,177034.629,467972.93,77.257,52.114,41.486000000000004,8.95,18.0,5.15,2020-12-15
2018-04-07,¼­±ÍÆ÷½Ã,³²¿øÀ¾,265952.897,19621.674,180180.223,465754.793,75.771,52.82899999999999,41.4,2.0,1.625,3.8,2020-12-15
2018-04-08,¼­±ÍÆ÷½Ã,³²¿øÀ¾,276574.084,19304.233,196444.308,492322.626,69.257,53.086000000000006,41.17100000000001,6.725,0.0,4.225,2020-12-15
2018-04-09,¼­±ÍÆ÷½Ã,³²¿øÀ¾,262297.528,28161.021,177595.78,468054.329,75.62899999999999,53.31399999999999,40.743,12.175,0.0,2.9,2020-12-15
2018-04-10,¼­±ÍÆ÷½Ã,³²¿øÀ¾,258928.486,29029.408,186771.779,474729.673,75.343,52.68600000000001,41.513999999999996,14.0,0.0,4.525,2020-12-15
2018-04-11,¼­±ÍÆ÷½Ã,³²¿øÀ¾,260093.729,27915.606,181466.56,469475.895,77.943,52.913999999999994,41.17100000000001,15.575,0.0,2.55,2020-12-15
2018-04-12,¼­±ÍÆ÷½Ã,³²¿øÀ¾,258356.466,28945.876,195815.622,483117.965,76.257,53.0,41.114,15.975,0.0,2.4,2020-12-15
2018-04-13,¼­±ÍÆ÷½Ã,³²¿øÀ¾,252981.827,26942.149,185775.565,465699.541,75.714,52.0,41.82899999999999,13.9,1.875,3.5,2020-12-15
2018-04-14,¼­±ÍÆ÷½Ã,³²¿øÀ¾,262386.994,15714.231,169689.534,447790.759,69.057,53.143,41.286,13.625,96.75,3.7,2020-12-15
2018-04-15,¼­±ÍÆ÷½Ã,³²¿øÀ¾,269204.59,18028.353,199772.591,487005.534,71.086,53.943000000000005,40.857,9.275,0.0,5.225,2020-12-15
2018-04-16,¼­±ÍÆ÷½Ã,³²¿øÀ¾,258655.624,27727.004,179285.078,465667.706,78.657,53.486000000000004,40.543,10.0,0.0,2.8,2020-12-15
2018-04-17,¼­±ÍÆ÷½Ã,³²¿øÀ¾,254447.694,26629.009,179565.64,460642.343,77.88600000000001,53.028999999999996,41.0,10.675,0.125,1.9669999999999999,2020-12-15
2018-04-18,¼­±ÍÆ÷½Ã,³²¿øÀ¾,252519.126,26317.296,180934.946,459771.368,75.286,52.4,41.68600000000001,10.35,0.0,2.075,2020-12-15
2018-04-19,¼­±ÍÆ÷½Ã,³²¿øÀ¾,252121.92,26697.597,187242.585,466062.102,76.857,52.857,41.028999999999996,11.825,0.0,1.975,2020-12-15
2018-04-20,¼­±ÍÆ÷½Ã,³²¿øÀ¾,252155.37,26163.039,194012.641,472331.051,82.714,52.2,41.857,14.55,0.0,1.975,2020-12-15
2018-04-21,¼­±ÍÆ÷½Ã,³²¿øÀ¾,258059.416,19429.659,209881.614,487370.69,87.54299999999999,53.056999999999995,41.4,16.1,0.0,3.1,2020-12-15
2018-04-22,¼­±ÍÆ÷½Ã,³²¿øÀ¾,272745.851,16415.203,174319.27,463480.324,67.029,53.114,41.343,16.575,93.5,2.7,2020-12-15
2018-04-23,¼­±ÍÆ÷½Ã,³²¿øÀ¾,261046.659,23460.654,135732.988,420240.3,63.486000000000004,51.82899999999999,42.4,16.925,180.125,2.775,2020-12-15
2018-04-24,¼­±ÍÆ÷½Ã,³²¿øÀ¾,253569.505,25517.239,162925.775,442012.519,72.543,52.31399999999999,41.68600000000001,14.05,24.0,2.2,2020-12-15
2018-04-25,¼­±ÍÆ÷½Ã,³²¿øÀ¾,255804.031,24707.238,180976.889,461488.158,75.37100000000001,52.6,41.286,11.225,1.5,1.6,2020-12-15
2018-04-26,¼­±ÍÆ÷½Ã,³²¿øÀ¾,254781.849,25958.177,197169.443,477909.469,78.88600000000001,53.114,45.17100000000001,11.5,0.0,1.65,2020-12-15
2018-04-27,¼­±ÍÆ÷½Ã,³²¿øÀ¾,252568.026,26459.765,187979.085,467006.876,78.457,52.943000000000005,41.114,13.575,0.0,1.975,2020-12-15
2018-04-28,¼­±ÍÆ÷½Ã,³²¿øÀ¾,261802.81,19539.79,212318.893,493661.493,78.314,53.657,40.686,13.425,0.0,1.8330000000000002,2020-12-15
2018-04-29,¼­±ÍÆ÷½Ã,³²¿øÀ¾,266632.145,18251.392,207113.302,491996.838,72.914,53.68600000000001,40.829,13.95,0.0,1.975,2020-12-15
2018-04-30,¼­±ÍÆ÷½Ã,³²¿øÀ¾,257526.965,23375.857,166572.566,447475.387,72.714,52.771,41.229,15.175,34.0,1.675,2020-12-15
2018-05-01,¼­±ÍÆ÷½Ã,³²¿øÀ¾,269596.475,22044.168,172136.383,463777.027,72.914,53.028999999999996,41.114,16.725,5.625,1.4,2020-12-15
2018-05-02,¼­±ÍÆ÷½Ã,³²¿øÀ¾,265332.046,26295.314,165673.051,457300.41,66.914,52.714,41.4,15.775,1.625,3.2,2020-12-15
2018-05-03,¼­±ÍÆ÷½Ã,³²¿øÀ¾,262772.701,26121.581,181276.056,470170.338,66.37100000000001,53.68600000000001,40.657,10.9,0.25,4.0,2020-12-15
2018-05-04,¼­±ÍÆ÷½Ã,³²¿øÀ¾,260660.415,26913.883,170742.861,458317.159,84.029,52.657,41.086000000000006,12.175,0.0,2.8,2020-12-15
2018-05-05,¼­±ÍÆ÷½Ã,³²¿øÀ¾,262785.524,17474.972,208451.089,488711.585,80.829,52.82899999999999,41.343,15.1,0.0,3.267,2020-12-15
2018-05-06,¼­±ÍÆ÷½Ã,³²¿øÀ¾,278597.361,13306.673,178220.514,470124.548,66.657,52.286,42.143,15.975,164.5,3.575,2020-12-15
2018-05-07,¼­±ÍÆ÷½Ã,³²¿øÀ¾,274367.243,17523.894,176082.187,467973.324,70.771,53.028999999999996,40.971000000000004,15.5,15.75,2.8,2020-12-15
2018-05-08,¼­±ÍÆ÷½Ã,³²¿øÀ¾,260168.262,26239.267,159137.244,445544.773,76.171,52.886,41.229,11.875,0.0,3.45,2020-12-15
2018-05-09,¼­±ÍÆ÷½Ã,³²¿øÀ¾,257902.892,26751.501,171370.697,456025.09,74.143,53.0,41.513999999999996,11.45,0.0,3.033,2020-12-15
2018-05-10,¼­±ÍÆ÷½Ã,³²¿øÀ¾,256800.132,26311.436,194209.646,477321.215,76.429,53.82899999999999,40.429,12.75,0.0,2.133,2020-12-15
2018-05-11,¼­±ÍÆ÷½Ã,³²¿øÀ¾,257770.652,26367.476,190369.661,474507.789,86.11399999999999,52.4,41.771,14.775,0.5,1.6669999999999998,2020-12-15
2018-05-12,¼­±ÍÆ÷½Ã,³²¿øÀ¾,261340.795,18728.821,182805.705,462875.321,75.486,52.8,41.513999999999996,16.25,15.875,3.9,2020-12-15
2018-05-13,¼­±ÍÆ÷½Ã,³²¿øÀ¾,269858.053,15131.413,167132.151,452121.618,69.6,54.143,40.4,17.375,50.5,1.6,2020-12-15
2018-05-14,¼­±ÍÆ÷½Ã,³²¿øÀ¾,253434.454,27749.077,170689.905,451873.436,74.229,53.056999999999995,40.829,18.275,0.0,1.7,2020-12-15
2018-05-15,¼­±ÍÆ÷½Ã,³²¿øÀ¾,252463.608,25993.838,193689.492,472146.938,77.429,52.886,41.143,19.55,1.0,2.775,2020-12-15
2018-05-16,¼­±ÍÆ÷½Ã,³²¿øÀ¾,253844.6,25405.72,205456.555,484706.874,73.743,52.286,41.6,19.95,4.5,4.15,2020-12-15
2018-05-18,¼­±ÍÆ÷½Ã,³²¿øÀ¾,254941.526,25615.339,172334.862,452891.727,71.486,52.657,41.229,20.075,16.625,2.175,2020-12-15
2018-05-19,¼­±ÍÆ÷½Ã,³²¿øÀ¾,256378.603,17503.837,176342.641,450225.081,76.857,53.086000000000006,41.286,13.575,1.125,3.225,2020-12-15
2018-05-20,¼­±ÍÆ÷½Ã,³²¿øÀ¾,267086.234,15634.476,199044.011,481764.721,72.514,53.657,40.714,12.925,1.75,3.9330000000000003,2020-12-15
2018-05-21,¼­±ÍÆ÷½Ã,³²¿øÀ¾,259348.164,24059.398,197345.169,480752.731,86.2,53.056999999999995,40.771,15.0,0.0,2.775,2020-12-15
2018-05-22,¼­±ÍÆ÷½Ã,³²¿øÀ¾,267169.512,17048.571,196592.454,480810.537,76.171,52.743,41.086000000000006,16.875,11.875,2.325,2020-12-15
2018-05-23,¼­±ÍÆ÷½Ã,³²¿øÀ¾,259023.684,25592.337,167930.35,452546.372,70.743,53.028999999999996,41.0,17.6,30.25,3.825,2020-12-15
2018-05-25,¼­±ÍÆ÷½Ã,³²¿øÀ¾,251188.042,25005.082,173853.554,450046.678,74.486,52.68600000000001,41.086000000000006,17.375,2.0,1.925,2020-12-15
2018-05-26,¼­±ÍÆ÷½Ã,³²¿øÀ¾,258554.849,17389.259,185961.541,461905.648,79.6,53.31399999999999,40.885999999999996,15.95,6.75,2.2,2020-12-15
2018-05-27,¼­±ÍÆ÷½Ã,³²¿øÀ¾,268094.081,15273.254,218266.007,501633.343,65.171,53.229,41.571000000000005,17.9,3.625,1.4669999999999999,2020-12-15
2018-05-28,¼­±ÍÆ÷½Ã,³²¿øÀ¾,254570.423,24359.265,173950.391,452880.078,68.914,52.714,41.114,17.725,19.0,2.15,2020-12-15
2018-05-29,¼­±ÍÆ÷½Ã,³²¿øÀ¾,247889.553,25017.892,186719.302,459626.748,73.314,52.8,41.17100000000001,18.775,1.875,1.633,2020-12-15
2018-05-30,¼­±ÍÆ÷½Ã,³²¿øÀ¾,252282.056,25986.818,189340.802,467609.676,69.62899999999999,53.086000000000006,41.114,19.525,0.0,1.167,2020-12-15
2018-05-31,¼­±ÍÆ÷½Ã,³²¿øÀ¾,249477.161,25710.377,188364.118,463551.656,76.143,53.657,40.686,16.975,0.0,1.367,2020-12-15
2018-06-01,¼­±ÍÆ÷½Ã,³²¿øÀ¾,262079.717,28561.286,158193.042,448834.045,80.88600000000001,52.629,41.056999999999995,19.0,0.0,1.95,2020-12-15
2018-06-02,¼­±ÍÆ÷½Ã,³²¿øÀ¾,268747.927,21385.769,184624.976,474758.672,80.8,53.571000000000005,40.914,19.375,0.0,1.6669999999999998,2020-12-15
2018-06-03,¼­±ÍÆ÷½Ã,³²¿øÀ¾,281112.267,18451.428,187762.506,487326.2,82.8,53.771,41.17100000000001,18.5,0.0,1.5330000000000001,2020-12-15
2018-06-04,¼­±ÍÆ÷½Ã,³²¿øÀ¾,264381.998,29311.925,169649.931,463343.854,82.743,53.486000000000004,40.571,18.425,0.0,1.3,2020-12-15
2018-06-05,¼­±ÍÆ÷½Ã,³²¿øÀ¾,266085.117,26995.591,149248.569,442329.277,84.771,52.657,41.257,17.375,52.25,1.9,2020-12-15
2018-06-06,¼­±ÍÆ÷½Ã,³²¿øÀ¾,276574.991,20975.567,191650.106,489200.664,92.086,52.68600000000001,41.428999999999995,18.1,0.0,1.3,2020-12-15
2018-06-07,¼­±ÍÆ÷½Ã,³²¿øÀ¾,263543.764,29130.513,173749.415,466423.693,80.4,52.657,41.229,18.85,0.0,1.4669999999999999,2020-12-15
2018-06-08,¼­±ÍÆ÷½Ã,³²¿øÀ¾,263002.749,29313.907,181987.4,474304.055,76.257,52.486000000000004,41.17100000000001,19.35,0.0,1.4669999999999999,2020-12-15
2018-06-09,¼­±ÍÆ÷½Ã,³²¿øÀ¾,268812.306,21207.435,208803.53,498823.272,69.229,53.343,41.086000000000006,18.875,0.0,2.7,2020-12-15
2018-06-10,¼­±ÍÆ÷½Ã,³²¿øÀ¾,278186.085,16770.086,182697.365,477653.536,66.286,53.229,42.0,17.475,8.625,3.367,2020-12-15
2018-06-11,¼­±ÍÆ÷½Ã,³²¿øÀ¾,267297.959,29056.572,161171.402,457525.933,72.657,52.82899999999999,41.229,16.75,15.25,1.925,2020-12-15
2018-06-12,¼­±ÍÆ÷½Ã,³²¿øÀ¾,264339.618,29982.508,177797.46,472119.586,70.543,53.4,41.0,19.767,0.375,1.2,2020-12-15
