ÀÏÀÚ,½Ãµµ¸í,À¾¸éµ¿¸í,°ÅÁÖÀÎ±¸,±Ù¹«ÀÎ±¸,¹æ¹®ÀÎ±¸,ÃÑ À¯µ¿ÀÎ±¸,±³Åë·®,Æò±Õ ¼Óµµ,Æò±Õ ¼Ò¿ä ½Ã°£,Æò±Õ ±â¿Â,ÀÏ°­¼ö·®,Æò±Õ Ç³¼Ó,µ¥ÀÌÅÍ±âÁØÀÏÀÚ
2019-08-26,¼­±ÍÆ÷½Ã,¾È´ö¸é,279798.23,44077.187,360103.992,683979.408,0.0,46.378,49.541000000000004,24.5,3.0,2.4,2020-12-15
2019-08-27,¼­±ÍÆ÷½Ã,¾È´ö¸é,288937.059,43865.471,368783.745,701586.275,0.0,46.458999999999996,49.27,25.1,127.5,2.1,2020-12-15
2019-08-28,¼­±ÍÆ÷½Ã,¾È´ö¸é,291077.643,42826.984,364542.397,698447.023,0.0,46.486000000000004,49.108000000000004,23.7,103.0,1.9,2020-12-15
2019-08-29,¼­±ÍÆ÷½Ã,¾È´ö¸é,288602.909,43151.494,359994.411,691748.814,0.0,47.108000000000004,48.486000000000004,21.1,79.0,2.0,2020-12-15
2019-08-30,¼­±ÍÆ÷½Ã,¾È´ö¸é,285194.423,43931.07,356809.031,685934.525,0.0,46.757,49.703,22.9,0.0,2.6,2020-12-15
2019-08-31,¼­±ÍÆ÷½Ã,¾È´ö¸é,280376.476,32138.947,367985.372,680500.795,0.0,47.757,48.243,21.9,0.0,2.1,2020-12-15
2019-09-01,¼­±ÍÆ÷½Ã,¾È´ö¸é,381447.623,42587.817,246230.934,670266.374,0.054000000000000006,46.622,49.216,20.8,15.5,1.2,2020-12-15
2019-09-02,¼­±ÍÆ÷½Ã,¾È´ö¸é,376927.788,58256.431,195286.734,630470.953,0.0,47.73,48.378,24.5,31.0,2.4,2020-12-15
2019-09-03,¼­±ÍÆ÷½Ã,¾È´ö¸é,378043.647,56861.127,190088.081,624992.855,0.0,47.676,48.0,24.5,22.5,1.6,2020-12-15
2019-09-04,¼­±ÍÆ÷½Ã,¾È´ö¸é,375372.522,58453.487,193471.797,627297.806,0.0,46.891999999999996,48.648999999999994,23.8,47.5,2.4,2020-12-15
2019-09-05,¼­±ÍÆ÷½Ã,¾È´ö¸é,363113.689,56271.703,192468.773,611854.165,0.0,47.27,48.595,25.4,1.0,2.9,2020-12-15
2019-09-06,¼­±ÍÆ÷½Ã,¾È´ö¸é,344949.1,46712.006,159715.35,551376.456,0.0,47.027,48.865,25.4,54.0,6.0,2020-12-15
2019-09-07,¼­±ÍÆ÷½Ã,¾È´ö¸é,345019.755,36754.169,180003.702,561777.625,0.0,47.216,48.865,23.9,9.5,5.7,2020-12-15
2019-09-08,¼­±ÍÆ÷½Ã,¾È´ö¸é,312639.903,33706.498,259127.188,605473.59,0.0,47.622,48.405,23.6,12.5,1.1,2020-12-15
2019-09-09,¼­±ÍÆ÷½Ã,¾È´ö¸é,336038.222,49000.821,178794.662,563833.705,0.0,47.135,48.431999999999995,25.1,106.0,4.4,2020-12-15
2019-09-10,¼­±ÍÆ÷½Ã,¾È´ö¸é,320603.359,47580.849,188616.775,556800.983,0.0,47.243,48.081,25.2,0.0,3.0,2020-12-15
2019-09-11,¼­±ÍÆ÷½Ã,¾È´ö¸é,291459.864,41027.881,193184.198,525671.944,0.027000000000000003,46.973,49.081,25.3,3.0,2.2,2020-12-15
2019-09-12,¼­±ÍÆ÷½Ã,¾È´ö¸é,288587.078,29540.453,255129.505,573257.036,0.514,46.973,48.486000000000004,24.5,0.0,1.2,2020-12-15
2019-09-13,¼­±ÍÆ÷½Ã,¾È´ö¸é,278257.516,28939.257,367962.225,675158.997,0.27,46.378,49.324,22.4,0.0,1.3,2020-12-15
2019-09-14,¼­±ÍÆ÷½Ã,¾È´ö¸é,283185.051,30402.885,346595.379,660183.315,1.595,47.162,48.838,22.7,0.0,2.7,2020-12-15
2019-09-15,¼­±ÍÆ÷½Ã,¾È´ö¸é,320530.392,34081.634,276076.704,630688.73,1.135,46.458999999999996,50.0,23.0,0.0,2.9,2020-12-15
2019-09-16,¼­±ÍÆ÷½Ã,¾È´ö¸é,360553.885,55626.34,212973.295,629153.521,1.081,46.27,49.297,22.6,0.0,2.7,2020-12-15
2019-09-17,¼­±ÍÆ÷½Ã,¾È´ö¸é,367635.373,58206.21,207560.825,633402.408,1.216,47.135,48.81100000000001,22.2,0.0,2.1,2020-12-15
2019-09-18,¼­±ÍÆ÷½Ã,¾È´ö¸é,367553.104,57013.754,222260.479,646827.338,1.73,47.378,48.703,20.6,0.0,3.9,2020-12-15
2019-09-19,¼­±ÍÆ÷½Ã,¾È´ö¸é,356623.168,57476.125,247748.23,661847.523,1.757,47.0,48.946000000000005,20.9,0.0,3.3,2020-12-15
2019-09-20,¼­±ÍÆ÷½Ã,¾È´ö¸é,344511.868,55465.531,246354.062,646331.462,1.1079999999999999,46.378,49.243,21.0,0.0,1.9,2020-12-15
2019-09-21,¼­±ÍÆ÷½Ã,¾È´ö¸é,365458.593,44068.344,241732.406,651259.342,0.0,46.486000000000004,49.541000000000004,20.0,29.0,4.0,2020-12-15
2019-09-22,¼­±ÍÆ÷½Ã,¾È´ö¸é,392018.129,40708.548,206385.319,639111.997,0.0,46.351000000000006,50.18899999999999,19.6,37.0,7.8,2020-12-15
2019-09-23,¼­±ÍÆ÷½Ã,¾È´ö¸é,363330.331,56331.917,214528.641,634190.889,0.0,46.676,49.513999999999996,18.9,0.0,3.1,2020-12-15
2019-09-24,¼­±ÍÆ÷½Ã,¾È´ö¸é,366437.494,57600.737,246135.948,670174.18,0.0,47.27,48.676,18.2,0.0,3.1,2020-12-15
2019-09-25,¼­±ÍÆ÷½Ã,¾È´ö¸é,362931.286,58961.261,253068.524,674961.071,0.0,47.458999999999996,48.18899999999999,19.4,0.0,1.9,2020-12-15
2019-09-26,¼­±ÍÆ÷½Ã,¾È´ö¸é,362193.376,61367.122,261906.53,685467.028,0.0,46.703,48.919,22.4,1.0,2.9,2020-12-15
2019-09-27,¼­±ÍÆ÷½Ã,¾È´ö¸é,355604.07,58700.088,269291.671,683595.828,0.0,47.431999999999995,48.351000000000006,23.0,20.5,1.0,2020-12-15
2019-09-28,¼­±ÍÆ÷½Ã,¾È´ö¸é,341368.893,44851.591,280594.618,666815.103,0.0,47.297,48.324,24.0,0.0,1.1,2020-12-15
2019-09-29,¼­±ÍÆ÷½Ã,¾È´ö¸é,357623.637,41352.451,264068.154,663044.243,0.0,47.324,48.486000000000004,22.4,29.0,1.1,2020-12-15
2019-09-30,¼­±ÍÆ÷½Ã,¾È´ö¸é,367713.08,56263.744,244024.05,668000.873,0.0,47.243,48.458999999999996,23.0,14.0,1.6,2020-12-15
2019-10-01,¼­±ÍÆ÷½Ã,¾È´ö¸é,401173.043,59779.431,195467.842,656420.316,0.0,46.865,48.919,22.6,37.0,2.0,2020-12-15
2019-10-02,¼­±ÍÆ÷½Ã,¾È´ö¸é,413821.057,52224.764,183733.549,649779.37,0.0,47.324,48.622,22.8,90.0,6.4,2020-12-15
2019-10-03,¼­±ÍÆ÷½Ã,¾È´ö¸é,400968.509,51277.327,217400.151,669645.987,0.0,47.757,48.648999999999994,21.4,4.5,3.6,2020-12-15
2019-10-04,¼­±ÍÆ÷½Ã,¾È´ö¸é,377551.197,58132.386,277049.402,712732.985,0.0,47.405,48.458999999999996,21.2,0.0,2.4,2020-12-15
2019-10-05,¼­±ÍÆ÷½Ã,¾È´ö¸é,364562.872,45557.823,299338.319,709459.014,0.0,47.297,48.216,19.0,0.0,4.0,2020-12-15
2019-10-06,¼­±ÍÆ÷½Ã,¾È´ö¸é,371853.593,42890.165,289385.291,704129.049,0.0,47.865,47.784,19.8,0.0,3.1,2020-12-15
2019-10-07,¼­±ÍÆ÷½Ã,¾È´ö¸é,387510.064,56678.94,263284.012,707473.016,0.0,46.676,48.703,19.7,3.0,3.2,2020-12-15
2019-10-08,¼­±ÍÆ÷½Ã,¾È´ö¸é,386731.387,58600.066,275781.616,721113.069,0.0,47.135,48.324,17.9,0.0,3.5,2020-12-15
2019-10-09,¼­±ÍÆ÷½Ã,¾È´ö¸é,393897.004,50944.057,300425.598,745266.659,0.0,46.757,49.405,15.8,0.0,3.5,2020-12-15
2019-10-10,¼­±ÍÆ÷½Ã,¾È´ö¸é,379609.784,58370.347,279000.96,716981.091,0.0,47.297,48.703,16.7,0.0,1.9,2020-12-15
2019-10-11,¼­±ÍÆ÷½Ã,¾È´ö¸é,374261.096,59110.229,273439.956,706811.281,0.0,46.891999999999996,49.351000000000006,19.5,0.0,3.2,2020-12-15
2019-10-12,¼­±ÍÆ÷½Ã,¾È´ö¸é,366546.478,45702.412,285963.415,698212.305,0.0,47.0,49.162,19.9,0.0,2.9,2020-12-15
2019-10-13,¼­±ÍÆ÷½Ã,¾È´ö¸é,373679.689,41250.998,271270.669,686201.357,0.0,47.648999999999994,48.676,18.7,0.0,2.1,2020-12-15
2019-10-14,¼­±ÍÆ÷½Ã,¾È´ö¸é,379330.463,56758.206,251252.672,687341.341,0.0,46.973,48.784,17.1,0.0,3.5,2020-12-15
2019-10-15,¼­±ÍÆ÷½Ã,¾È´ö¸é,378887.234,57176.421,286930.797,722994.453,0.0,47.324,48.595,16.0,0.0,3.7,2020-12-15
2019-10-16,¼­±ÍÆ÷½Ã,¾È´ö¸é,371156.894,57049.986,287874.524,716081.405,0.0,47.431999999999995,48.541000000000004,16.3,0.0,2.7,2020-12-15
2019-10-17,¼­±ÍÆ÷½Ã,¾È´ö¸é,360312.594,56990.039,281210.21,698512.842,0.0,47.676,47.865,17.4,0.0,1.6,2020-12-15
2019-10-18,¼­±ÍÆ÷½Ã,¾È´ö¸é,357162.177,54501.763,282203.295,693867.235,0.0,47.973,47.622,18.0,1.5,2.4,2020-12-15
2019-10-19,¼­±ÍÆ÷½Ã,¾È´ö¸é,335871.543,41448.943,303520.331,680840.817,0.0,47.27,48.458999999999996,18.0,0.0,3.9,2020-12-15
2019-10-20,¼­±ÍÆ÷½Ã,¾È´ö¸é,335085.174,36764.939,288805.619,660655.731,0.0,47.541000000000004,48.784,18.0,0.0,2.9,2020-12-15
2019-10-21,¼­±ÍÆ÷½Ã,¾È´ö¸é,336584.528,49464.676,236638.404,622687.608,0.0,47.18899999999999,48.324,18.0,0.0,2.9,2020-12-15
2019-10-22,¼­±ÍÆ÷½Ã,¾È´ö¸é,337973.437,49126.707,252506.146,639606.289,0.0,47.431999999999995,48.405,18.2,0.0,2.3,2020-12-15
2019-10-23,¼­±ÍÆ÷½Ã,¾È´ö¸é,337260.08,50204.855,269208.078,656673.012,0.0,47.486000000000004,48.595,18.2,0.0,1.7,2020-12-15
2019-10-24,¼­±ÍÆ÷½Ã,¾È´ö¸é,334500.766,49015.61,256151.419,639667.794,0.0,47.162,48.891999999999996,18.4,0.0,3.3,2020-12-15
2019-10-26,¼­±ÍÆ÷½Ã,¾È´ö¸é,302916.03,35784.549,271382.007,610082.587,0.0,47.297,49.053999999999995,14.3,0.0,4.3,2020-12-15
2019-10-27,¼­±ÍÆ÷½Ã,¾È´ö¸é,300469.079,32065.646,251264.44,583799.165,0.0,47.513999999999996,49.135,13.9,0.0,3.3,2020-12-15
2019-10-28,¼­±ÍÆ÷½Ã,¾È´ö¸é,311009.761,45682.895,234100.423,590793.079,0.0,46.973,48.946000000000005,13.8,0.0,2.3,2020-12-15
2019-10-29,¼­±ÍÆ÷½Ã,¾È´ö¸é,307805.363,47622.549,241165.0,596592.912,0.0,47.513999999999996,48.108000000000004,15.1,0.0,2.8,2020-12-15
2019-10-30,¼­±ÍÆ÷½Ã,¾È´ö¸é,307033.567,47455.221,250301.669,604790.456,0.0,47.676,48.135,14.1,0.0,3.2,2020-12-15
2019-10-31,¼­±ÍÆ÷½Ã,¾È´ö¸é,306948.251,45742.514,247739.214,600429.979,0.0,47.648999999999994,48.053999999999995,15.3,0.0,2.7,2020-12-15
2019-11-01,¼­±ÍÆ÷½Ã,¾È´ö¸é,328471.58,51240.208,247987.055,627698.844,0.0,46.919,48.595,16.9,0.0,2.8,2020-12-15
2019-11-02,¼­±ÍÆ÷½Ã,¾È´ö¸é,330028.048,41302.154,289888.341,661218.543,0.0,47.18899999999999,48.297,16.6,0.0,1.8,2020-12-15
2019-11-03,¼­±ÍÆ÷½Ã,¾È´ö¸é,356715.99,37736.637,269426.506,663879.133,0.0,47.703,48.757,16.1,0.0,2.8,2020-12-15
2019-11-04,¼­±ÍÆ÷½Ã,¾È´ö¸é,388288.018,60950.697,221091.776,670330.491,0.0,46.838,48.513999999999996,15.3,0.0,1.9,2020-12-15
2019-11-05,¼­±ÍÆ÷½Ã,¾È´ö¸é,391266.474,60711.414,225090.343,677068.231,0.0,46.595,48.784,14.5,0.0,2.1,2020-12-15
2019-11-06,¼­±ÍÆ÷½Ã,¾È´ö¸é,387299.183,61711.441,235376.435,684387.058,0.0,47.027,48.297,14.9,0.0,3.2,2020-12-15
2019-11-07,¼­±ÍÆ÷½Ã,¾È´ö¸é,393141.718,63272.753,234816.357,691230.828,0.0,46.486000000000004,50.648999999999994,14.1,0.0,3.5,2020-12-15
2019-11-08,¼­±ÍÆ÷½Ã,¾È´ö¸é,391819.489,60956.091,256201.376,708976.956,0.0,46.568000000000005,49.0,11.5,0.0,3.4,2020-12-15
2019-11-09,¼­±ÍÆ÷½Ã,¾È´ö¸é,378608.914,48199.348,271949.617,698757.88,0.0,47.0,48.919,12.4,0.0,3.9,2020-12-15
2019-11-10,¼­±ÍÆ÷½Ã,¾È´ö¸é,387741.019,43068.708,269713.24,700522.967,0.0,47.513999999999996,48.838,14.5,0.5,2.7,2020-12-15
2019-11-11,¼­±ÍÆ÷½Ã,¾È´ö¸é,389078.513,62180.569,241343.433,692602.515,0.0,46.919,49.0,15.0,0.0,3.5,2020-12-15
2019-11-12,¼­±ÍÆ÷½Ã,¾È´ö¸é,395134.184,63592.508,243334.046,702060.738,0.0,47.216,48.486000000000004,13.4,0.0,2.5,2020-12-15
2019-11-13,¼­±ÍÆ÷½Ã,¾È´ö¸é,389057.538,61436.522,243550.262,694044.322,0.0,47.162,48.81100000000001,14.1,2.0,2.2,2020-12-15
2019-11-14,¼­±ÍÆ÷½Ã,¾È´ö¸é,386607.528,61427.826,251640.664,699676.018,0.0,46.757,48.973,8.9,0.0,4.4,2020-12-15
2019-11-15,¼­±ÍÆ÷½Ã,¾È´ö¸é,382581.468,60791.264,268210.98,711583.712,0.0,47.676,48.486000000000004,10.6,0.0,2.1,2020-12-15
2019-11-16,¼­±ÍÆ÷½Ã,¾È´ö¸é,368946.421,44586.791,283558.143,697091.355,0.0,47.027,49.081,15.1,0.0,1.8,2020-12-15
2019-11-17,¼­±ÍÆ÷½Ã,¾È´ö¸é,377522.084,41605.702,257806.263,676934.048,0.0,47.622,49.162,19.6,0.0,4.5,2020-12-15
2019-11-18,¼­±ÍÆ÷½Ã,¾È´ö¸é,387156.722,59029.567,224100.427,670286.716,0.0,47.891999999999996,47.81100000000001,11.9,16.0,5.4,2020-12-15
2019-11-19,¼­±ÍÆ÷½Ã,¾È´ö¸é,382682.13,60504.848,215490.509,658677.487,0.0,46.865,48.513999999999996,8.8,0.0,4.7,2020-12-15
2019-11-20,¼­±ÍÆ÷½Ã,¾È´ö¸é,382391.102,60029.967,207298.712,649719.781,0.0,47.324,48.18899999999999,8.5,0.0,3.7,2020-12-15
2019-11-21,¼­±ÍÆ÷½Ã,¾È´ö¸é,371485.602,57886.455,210938.652,640310.708,0.0,47.162,48.27,10.7,0.0,2.1,2020-12-15
2019-11-22,¼­±ÍÆ÷½Ã,¾È´ö¸é,367565.662,55611.271,225207.203,648384.136,0.0,47.676,48.73,15.1,0.0,2.4,2020-12-15
2019-11-23,¼­±ÍÆ÷½Ã,¾È´ö¸é,357290.246,44536.927,282650.132,684477.305,0.0,46.595,49.18899999999999,16.3,0.0,1.7,2020-12-15
2019-11-24,¼­±ÍÆ÷½Ã,¾È´ö¸é,384369.88,41975.884,290085.208,716430.972,0.0,47.216,49.648999999999994,17.0,4.5,2.6,2020-12-15
2019-11-25,¼­±ÍÆ÷½Ã,¾È´ö¸é,386824.625,56750.588,244978.025,688553.238,0.0,47.81100000000001,48.053999999999995,8.2,0.0,5.1,2020-12-15
2019-11-26,¼­±ÍÆ÷½Ã,¾È´ö¸é,381242.357,61309.276,227965.643,670517.275,0.0,46.595,50.405,12.8,0.0,2.7,2020-12-15
2019-11-27,¼­±ÍÆ÷½Ã,¾È´ö¸é,389970.273,62495.132,220627.326,673092.731,0.0,46.595,49.162,9.0,5.5,5.7,2020-12-15
2019-11-28,¼­±ÍÆ÷½Ã,¾È´ö¸é,391856.716,63204.72,231304.07,686365.506,0.0,47.081,48.108000000000004,8.6,0.0,4.2,2020-12-15
2019-11-29,¼­±ÍÆ÷½Ã,¾È´ö¸é,380787.0,61714.538,247058.356,689559.894,0.0,47.135,48.378,8.3,0.0,4.6,2020-12-15
2019-11-30,¼­±ÍÆ÷½Ã,¾È´ö¸é,365212.427,47066.727,276722.955,689002.109,0.0,46.73,48.351000000000006,11.1,0.5,2.4,2020-12-15
2019-12-01,¼­±ÍÆ÷½Ã,¾È´ö¸é,404411.47,40609.833,215824.415,660845.718,0.0,46.838,49.162,12.5,21.5,2.8,2020-12-15
2019-12-02,¼­±ÍÆ÷½Ã,¾È´ö¸é,418661.031,62515.265,190821.314,671997.61,0.0,47.486000000000004,48.081,8.0,0.5,4.7,2020-12-15
2019-12-03,¼­±ÍÆ÷½Ã,¾È´ö¸é,411430.335,60021.272,188021.143,659472.75,0.0,47.73,47.919,7.5,0.0,2.8,2020-12-15
2019-12-04,¼­±ÍÆ÷½Ã,¾È´ö¸é,407032.736,61324.708,189204.447,657561.89,0.0,47.0,48.108000000000004,9.5,0.0,2.4,2020-12-15
2019-12-05,¼­±ÍÆ÷½Ã,¾È´ö¸é,410667.056,61893.864,181236.054,653796.974,0.0,47.081,48.486000000000004,7.1,0.0,4.3,2020-12-15
2019-12-06,¼­±ÍÆ÷½Ã,¾È´ö¸é,404913.105,60888.102,204664.91,670466.117,0.0,47.378,48.081,2.8,0.0,5.4,2020-12-15
2019-12-07,¼­±ÍÆ÷½Ã,¾È´ö¸é,392752.604,45271.464,249880.992,687905.061,0.0,47.431999999999995,48.081,5.9,0.0,3.7,2020-12-15
2019-12-08,¼­±ÍÆ÷½Ã,¾È´ö¸é,399824.984,41874.5,242280.432,683979.916,0.0,47.541000000000004,49.0,7.7,0.0,3.4,2020-12-15
2019-12-09,¼­±ÍÆ÷½Ã,¾È´ö¸é,414504.722,60718.122,208614.378,683837.222,0.162,47.081,50.297,8.5,0.0,2.1,2020-12-15
2019-12-10,¼­±ÍÆ÷½Ã,¾È´ö¸é,411982.362,62727.403,205108.025,679817.791,0.541,46.622,48.973,11.3,0.0,1.8,2020-12-15
2019-12-11,¼­±ÍÆ÷½Ã,¾È´ö¸é,403130.165,58662.122,196700.428,658492.715,1.973,46.351000000000006,48.784,10.7,0.0,3.1,2020-12-15
2019-12-12,¼­±ÍÆ÷½Ã,¾È´ö¸é,406935.238,59854.986,223435.74,690225.964,4.0,46.648999999999994,48.757,6.7,0.0,4.7,2020-12-15
2019-12-13,¼­±ÍÆ÷½Ã,¾È´ö¸é,401300.763,60077.367,250451.356,711829.486,8.568,46.595,48.891999999999996,7.7,0.0,1.7,2020-12-15
2019-12-14,¼­±ÍÆ÷½Ã,¾È´ö¸é,380523.233,41248.697,264890.088,686662.018,12.162,47.053999999999995,48.541000000000004,9.0,0.0,3.8,2020-12-15
2019-12-15,¼­±ÍÆ÷½Ã,¾È´ö¸é,381809.892,37765.685,259721.96,679297.537,11.892000000000001,47.297,49.081,11.6,0.0,2.4,2020-12-15
2019-12-16,¼­±ÍÆ÷½Ã,¾È´ö¸é,381860.578,55056.835,226792.602,663710.015,10.350999999999999,46.784,48.648999999999994,13.5,1.0,2.9,2020-12-15
2019-12-17,¼­±ÍÆ÷½Ã,¾È´ö¸é,376749.967,52215.563,209859.967,638825.497,11.784,46.946000000000005,48.162,13.4,7.5,3.3,2020-12-15
2019-12-18,¼­±ÍÆ÷½Ã,¾È´ö¸é,357767.977,53473.739,225831.354,637073.069,21.432,47.27,48.703,7.3,0.0,3.8,2020-12-15
2019-12-19,¼­±ÍÆ÷½Ã,¾È´ö¸é,328346.335,49475.304,232307.723,610129.362,10.865,46.865,49.486000000000004,6.3,0.0,4.1,2020-12-15
2019-12-20,¼­±ÍÆ÷½Ã,¾È´ö¸é,310620.037,47308.113,243917.204,601845.354,23.892,47.703,47.676,6.7,0.0,2.5,2020-12-15
2019-12-21,¼­±ÍÆ÷½Ã,¾È´ö¸é,296389.484,32548.889,267296.591,596234.963,15.297,47.513999999999996,47.865,7.9,0.0,2.1,2020-12-15
2019-12-22,¼­±ÍÆ÷½Ã,¾È´ö¸é,298638.725,28476.516,261633.739,588748.98,13.054,47.162,49.027,8.3,1.0,2.3,2020-12-15
2019-12-23,¼­±ÍÆ÷½Ã,¾È´ö¸é,288325.738,42179.835,236659.215,567164.788,10.324000000000002,46.431999999999995,49.27,8.4,0.0,2.4,2020-12-15
2019-12-24,¼­±ÍÆ÷½Ã,¾È´ö¸é,283003.336,39889.578,259858.962,582751.876,26.541,47.919,47.865,8.2,0.0,3.1,2020-12-15
2019-12-25,¼­±ÍÆ÷½Ã,¾È´ö¸é,287193.485,31402.818,297489.246,616085.549,18.486,47.027,49.351000000000006,11.3,0.0,1.6,2020-12-15
2019-12-26,¼­±ÍÆ÷½Ã,¾È´ö¸é,277882.239,40954.257,257024.329,575860.825,30.054000000000002,46.81100000000001,48.648999999999994,8.4,19.5,4.1,2020-12-15
2019-12-27,¼­±ÍÆ÷½Ã,¾È´ö¸é,278075.347,41328.061,275533.723,594937.131,20.756999999999998,46.595,49.0,5.0,0.0,4.6,2020-12-15
2019-12-28,¼­±ÍÆ÷½Ã,¾È´ö¸é,275945.257,31815.393,301672.604,609433.255,26.162,47.622,47.595,7.2,0.0,1.9,2020-12-15
2019-12-29,¼­±ÍÆ÷½Ã,¾È´ö¸é,286820.233,28243.98,288886.017,603950.23,20.108,46.919,49.27,11.7,31.0,3.4,2020-12-15
2019-12-30,¼­±ÍÆ÷½Ã,¾È´ö¸é,282964.015,40300.86,280216.813,603481.688,3.405,46.622,49.162,10.0,0.0,4.0,2020-12-15
2019-12-31,¼­±ÍÆ÷½Ã,¾È´ö¸é,281212.168,40698.617,292317.219,614228.005,0.0,45.676,49.865,1.3,0.0,5.7,2020-12-15
2020-01-01,¼­±ÍÆ÷½Ã,¾È´ö¸é,299256.954,35482.438,286332.567,621071.959,0.0,46.595,53.297,4.1,0.0,3.7,2020-12-15
2020-01-02,¼­±ÍÆ÷½Ã,¾È´ö¸é,301248.741,42374.869,251939.573,595563.183,0.0,47.18899999999999,49.973,6.6,0.0,2.7,2020-12-15
2020-01-03,¼­±ÍÆ÷½Ã,¾È´ö¸é,303156.128,43212.38,263698.47,610066.977,0.0,47.162,48.838,7.2,0.0,3.5,2020-12-15
2020-01-04,¼­±ÍÆ÷½Ã,¾È´ö¸é,309715.466,34672.838,262116.878,606505.183,0.0,47.243,48.162,6.9,0.0,3.7,2020-12-15
2020-01-05,¼­±ÍÆ÷½Ã,¾È´ö¸é,332442.849,38421.701,256621.452,627486.001,0.0,47.865,48.18899999999999,9.0,0.0,2.8,2020-12-15
2020-01-06,¼­±ÍÆ÷½Ã,¾È´ö¸é,346046.584,59368.32,231602.373,637017.277,0.0,46.865,48.784,14.0,1.0,3.3,2020-12-15
2020-01-07,¼­±ÍÆ÷½Ã,¾È´ö¸é,345575.848,60934.669,242372.817,648883.333,0.0,46.541000000000004,48.81100000000001,15.9,12.5,5.0,2020-12-15
2020-01-08,¼­±ÍÆ÷½Ã,¾È´ö¸é,348922.019,61189.476,252141.623,662253.117,0.0,46.784,50.27,6.3,4.5,5.6,2020-12-15
2020-01-09,¼­±ÍÆ÷½Ã,¾È´ö¸é,343723.043,62933.557,253069.071,659725.671,0.0,46.676,48.595,5.5,0.0,3.5,2020-12-15
2020-01-10,¼­±ÍÆ÷½Ã,¾È´ö¸é,341290.18,61801.301,264007.412,667098.893,0.0,46.676,48.351000000000006,7.2,0.0,3.2,2020-12-15
2020-01-11,¼­±ÍÆ÷½Ã,¾È´ö¸é,342127.366,49293.086,285066.731,676487.182,0.0,46.838,48.324,6.6,0.0,4.8,2020-12-15
2020-01-12,¼­±ÍÆ÷½Ã,¾È´ö¸é,359381.851,45417.01,280824.103,685622.964,0.0,47.648999999999994,47.541000000000004,5.9,0.0,5.0,2020-12-15
2020-01-13,¼­±ÍÆ÷½Ã,¾È´ö¸é,367187.933,64727.101,263036.381,694951.415,0.0,46.405,49.378,5.6,0.0,3.2,2020-12-15
2020-01-14,¼­±ÍÆ÷½Ã,¾È´ö¸é,370193.22,63024.371,263978.483,697196.074,0.0,46.757,49.216,3.7,3.5,3.0,2020-12-15
2020-01-15,¼­±ÍÆ÷½Ã,¾È´ö¸é,368025.397,66865.342,275156.369,710047.107,0.0,46.513999999999996,49.135,4.1,0.0,3.2,2020-12-15
2020-01-16,¼­±ÍÆ÷½Ã,¾È´ö¸é,368100.126,66025.927,267452.93,701578.983,0.0,46.18899999999999,50.27,5.2,0.0,4.4,2020-12-15
2020-01-17,¼­±ÍÆ÷½Ã,¾È´ö¸é,364929.469,64531.037,266132.873,695593.379,0.0,46.891999999999996,48.703,5.4,0.0,4.5,2020-12-15
2020-01-18,¼­±ÍÆ÷½Ã,¾È´ö¸é,357275.654,50867.399,279050.235,687193.287,0.0,46.595,48.891999999999996,5.3,0.0,3.9,2020-12-15
2020-01-19,¼­±ÍÆ÷½Ã,¾È´ö¸é,367174.349,47826.31,266137.52,681138.179,0.0,46.838,48.458999999999996,6.9,0.0,2.8,2020-12-15
2020-01-20,¼­±ÍÆ÷½Ã,¾È´ö¸é,369828.868,63785.584,245105.578,678720.03,0.0,47.27,48.486000000000004,6.7,0.0,4.2,2020-12-15
2020-01-21,¼­±ÍÆ÷½Ã,¾È´ö¸é,363895.095,64500.357,230267.919,658663.371,0.0,47.053999999999995,48.703,7.0,0.0,2.6,2020-12-15
2020-01-22,¼­±ÍÆ÷½Ã,¾È´ö¸é,358227.122,60183.571,192324.149,610734.842,0.0,46.216,49.648999999999994,11.3,38.5,1.9,2020-12-15
2020-01-23,¼­±ÍÆ÷½Ã,¾È´ö¸é,319068.386,47132.73,197727.544,563928.66,0.0,46.431999999999995,49.108000000000004,10.1,0.0,3.3,2020-12-15
2020-01-24,¼­±ÍÆ÷½Ã,¾È´ö¸é,295708.848,31039.703,251210.228,577958.779,0.0,47.486000000000004,48.703,9.9,0.0,3.1,2020-12-15
2020-01-25,¼­±ÍÆ÷½Ã,¾È´ö¸é,288409.584,29764.683,373926.739,692101.006,0.0,46.053999999999995,50.0,10.8,3.5,1.4,2020-12-15
2020-01-26,¼­±ÍÆ÷½Ã,¾È´ö¸é,290923.466,28666.89,320886.843,640477.198,0.0,45.973,49.81100000000001,10.1,6.0,1.8,2020-12-15
2020-01-27,¼­±ÍÆ÷½Ã,¾È´ö¸é,305850.947,29918.306,235514.767,571284.02,0.0,46.216,49.27,8.6,21.5,3.8,2020-12-15
2020-01-28,¼­±ÍÆ÷½Ã,¾È´ö¸é,320021.046,46493.403,206391.721,572906.17,0.0,46.919,48.919,7.7,1.0,2.6,2020-12-15
2020-01-29,¼­±ÍÆ÷½Ã,¾È´ö¸é,331936.668,51781.484,195714.488,579432.64,0.0,46.73,49.297,7.4,2.0,3.6,2020-12-15
